person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file
24,60000,RENT,0.0,VENTURE,7000,0.12,N
22,54000,RENT,2.0,PERSONAL,7000,0.13,N
24,60000,RENT,0.0,EDUCATION,7000,0.12,N
24,60140,RENT,2.0,VENTURE,7000,0.12,N
24,51480,MORTGAGE,7.0,MEDICAL,12000,0.23,N
22,51480,MORTGAGE,4.0,MEDICAL,3000,0.06,N
23,45480,MORTGAGE,7.0,DEBTCONSOLIDATION,4400,0.1,N
25,51492,MORTGAGE,2.0,EDUCATION,13800,0.27,N
22,60500,RENT,3.0,DEBTCONSOLIDATION,7000,0.12,N
26,51500,OWN,10.0,HOMEIMPROVEMENT,15000,0.29,N
24,51500,MORTGAGE,2.0,VENTURE,6300,0.12,N
23,62000,RENT,5.0,PERSONAL,7000,0.11,N
26,51500,MORTGAGE,7.0,VENTURE,11000,0.21,N
26,51500,MORTGAGE,3.0,HOMEIMPROVEMENT,9600,0.19,Y
24,51500,MORTGAGE,6.0,MEDICAL,4000,0.08,N
22,51500,MORTGAGE,6.0,EDUCATION,7500,0.15,N
25,62000,RENT,9.0,DEBTCONSOLIDATION,7000,0.11,N
23,62100,RENT,3.0,MEDICAL,7000,0.11,N
23,51600,MORTGAGE,4.0,EDUCATION,7200,0.14,N
26,63000,RENT,4.0,VENTURE,7000,0.11,N
22,64000,RENT,6.0,EDUCATION,7000,0.11,N
22,51600,MORTGAGE,6.0,EDUCATION,4200,0.08,N
23,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,5000,0.1,N
23,64600,RENT,7.0,MEDICAL,7000,0.11,N
25,64800,RENT,1.0,PERSONAL,7000,0.11,N
22,65000,RENT,4.0,EDUCATION,7000,0.11,Y
22,51600,MORTGAGE,2.0,VENTURE,7000,0.14,Y
22,65000,RENT,7.0,EDUCATION,7000,0.11,N
25,51600,OWN,2.0,VENTURE,6000,0.12,N
22,65000,RENT,0.0,DEBTCONSOLIDATION,7000,0.11,N
26,51600,OWN,10.0,HOMEIMPROVEMENT,15000,0.29,N
24,51600,OWN,8.0,VENTURE,20000,0.39,N
26,65000,RENT,3.0,EDUCATION,7000,0.11,N
23,65000,RENT,7.0,EDUCATION,7000,0.11,N
25,51669,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,0.23,N
25,51684,MORTGAGE,9.0,PERSONAL,4000,0.08,N
26,51700,OWN,2.0,HOMEIMPROVEMENT,13200,0.26,N
22,51800,MORTGAGE,4.0,EDUCATION,7200,0.14,N
21,51800,MORTGAGE,1.0,VENTURE,5000,0.1,N
24,65000,RENT,0.0,DEBTCONSOLIDATION,7000,0.11,N
23,51852,MORTGAGE,0.0,MEDICAL,10000,0.19,N
23,65000,RENT,0.0,VENTURE,7000,0.11,N
21,65000,RENT,0.0,VENTURE,7000,0.11,N
22,51900,MORTGAGE,5.0,VENTURE,14100,0.27,N
23,66000,RENT,2.0,EDUCATION,7000,0.11,N
24,51992,MORTGAGE,9.0,PERSONAL,15000,0.29,N
22,66000,RENT,0.0,EDUCATION,7000,0.11,N
24,51996,MORTGAGE,3.0,PERSONAL,7000,0.13,N
24,66000,RENT,2.0,VENTURE,7000,0.11,N
24,60000,RENT,8.0,EDUCATION,7000,0.12,N
21,51996,MORTGAGE,1.0,EDUCATION,18000,0.35,N
26,51996,MORTGAGE,8.0,DEBTCONSOLIDATION,18000,0.35,N
23,51996,MORTGAGE,3.0,PERSONAL,5000,0.1,N
24,51996,MORTGAGE,0.0,PERSONAL,12000,0.23,N
25,67000,RENT,3.0,EDUCATION,7000,0.1,N
25,45996,MORTGAGE,9.0,HOMEIMPROVEMENT,11000,0.24,N
26,67550,RENT,3.0,MEDICAL,7000,0.1,N
23,67752,RENT,3.0,EDUCATION,7000,0.1,N
22,51996,OWN,6.0,VENTURE,8400,0.16,Y
23,68700,RENT,2.0,VENTURE,7000,0.1,N
25,69500,RENT,7.0,MEDICAL,7000,0.1,Y
22,54400,RENT,2.0,MEDICAL,7000,0.11,Y
25,51996,MORTGAGE,6.0,VENTURE,7000,0.13,N
25,70000,RENT,2.0,MEDICAL,7000,0.1,Y
22,51996,MORTGAGE,6.0,PERSONAL,6000,0.12,N
25,70356,RENT,8.0,HOMEIMPROVEMENT,7000,0.1,N
22,51996,OWN,7.0,VENTURE,6000,0.12,N
22,51996,MORTGAGE,6.0,EDUCATION,9600,0.18,N
23,72000,RENT,0.0,MEDICAL,7000,0.1,N
23,72000,RENT,7.0,EDUCATION,7000,0.1,Y
26,72000,RENT,8.0,PERSONAL,7000,0.1,N
23,66348,RENT,0.0,VENTURE,7000,0.11,N
21,45996,MORTGAGE,2.0,EDUCATION,17000,0.37,Y
25,72700,RENT,4.0,HOMEIMPROVEMENT,7000,0.1,Y
26,51996,MORTGAGE,10.0,PERSONAL,1500,0.03,N
23,75000,RENT,2.0,PERSONAL,7000,0.09,N
26,75000,RENT,0.0,DEBTCONSOLIDATION,7000,0.09,N
25,75000,RENT,4.0,MEDICAL,7000,0.09,N
24,75000,RENT,2.0,HOMEIMPROVEMENT,7000,0.09,N
23,46000,MORTGAGE,5.0,PERSONAL,9500,0.21,N
22,75000,RENT,5.0,EDUCATION,7000,0.09,N
22,52000,MORTGAGE,6.0,VENTURE,12000,0.23,N
23,75800,RENT,0.0,PERSONAL,7000,0.09,N
22,76000,RENT,6.0,EDUCATION,7000,0.09,N
22,52000,MORTGAGE,5.0,EDUCATION,6000,0.12,N
24,78300,RENT,2.0,VENTURE,7000,0.09,N
24,52000,MORTGAGE,2.0,EDUCATION,18000,0.35,N
24,79000,RENT,3.0,PERSONAL,7000,0.09,N
22,80000,RENT,4.0,DEBTCONSOLIDATION,7000,0.09,N
23,74000,RENT,7.0,HOMEIMPROVEMENT,7000,0.09,N
22,80000,RENT,4.0,PERSONAL,7000,0.09,N
23,80000,RENT,1.0,VENTURE,7000,0.09,N
26,80400,RENT,6.0,VENTURE,7000,0.09,N
23,52000,MORTGAGE,5.0,EDUCATION,12800,0.25,N
23,52000,OWN,7.0,EDUCATION,6000,0.12,N
24,82000,RENT,8.0,EDUCATION,7000,0.09,N
25,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,14500,0.28,N
23,76000,RENT,0.0,PERSONAL,7000,0.09,N
23,52000,MORTGAGE,7.0,EDUCATION,22000,0.42,N
26,83000,RENT,6.0,MEDICAL,7000,0.08,Y
23,52000,MORTGAGE,7.0,EDUCATION,8400,0.16,N
21,52000,OWN,1.0,EDUCATION,13200,0.25,N
26,52000,MORTGAGE,2.0,EDUCATION,6000,0.12,N
26,52000,OWN,10.0,PERSONAL,10000,0.19,N
24,52000,MORTGAGE,9.0,VENTURE,11300,0.22,N
23,83236,RENT,6.0,EDUCATION,7000,0.08,N
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,5000,0.1,N
25,66300,RENT,3.0,MEDICAL,7000,0.09,N
21,52000,MORTGAGE,4.0,PERSONAL,2000,0.04,N
25,52000,MORTGAGE,8.0,EDUCATION,3900,0.07,N
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,13250,0.25,N
26,52000,MORTGAGE,6.0,PERSONAL,3300,0.06,N
26,85000,RENT,10.0,EDUCATION,7000,0.08,N
24,27311,RENT,1.0,MEDICAL,6250,0.23,Y
25,52000,MORTGAGE,3.0,PERSONAL,6000,0.12,N
22,28500,RENT,2.0,HOMEIMPROVEMENT,6250,0.22,N
24,29000,RENT,0.0,DEBTCONSOLIDATION,6250,0.22,N
22,29100,RENT,2.0,PERSONAL,6250,0.21,Y
25,29120,RENT,1.0,VENTURE,6250,0.21,Y
26,46000,MORTGAGE,8.0,HOMEIMPROVEMENT,7000,0.15,N
24,46000,MORTGAGE,,MEDICAL,10000,0.22,N
25,46000,MORTGAGE,5.0,MEDICAL,6000,0.13,N
23,38400,RENT,3.0,DEBTCONSOLIDATION,6250,0.16,N
26,52000,OWN,10.0,VENTURE,8000,0.15,N
23,54000,RENT,3.0,DEBTCONSOLIDATION,6250,0.12,N
24,12624,RENT,,VENTURE,6300,0.5,N
21,30000,RENT,2.0,DEBTCONSOLIDATION,6300,0.21,N
24,90000,RENT,0.0,MEDICAL,7000,0.08,N
22,90000,RENT,2.0,PERSONAL,7000,0.08,N
24,46000,MORTGAGE,8.0,PERSONAL,29100,0.63,Y
22,52000,MORTGAGE,0.0,EDUCATION,20000,0.38,Y
22,52000,MORTGAGE,6.0,VENTURE,2650,0.05,Y
25,90000,RENT,3.0,PERSONAL,7000,0.08,N
25,95000,RENT,1.0,DEBTCONSOLIDATION,7000,0.07,N
22,70550,RENT,0.0,MEDICAL,7000,0.08,N
24,96000,RENT,6.0,DEBTCONSOLIDATION,7000,0.07,N
26,97000,RENT,2.0,DEBTCONSOLIDATION,7000,0.07,N
26,99100,RENT,2.0,PERSONAL,7000,0.07,N
26,100840,RENT,10.0,DEBTCONSOLIDATION,7000,0.07,N
24,52000,MORTGAGE,6.0,VENTURE,9000,0.17,N
22,105000,RENT,6.0,MEDICAL,7000,0.07,N
24,110000,RENT,1.0,MEDICAL,7000,0.06,N
24,52000,MORTGAGE,8.0,EDUCATION,3000,0.06,N
24,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,15000,0.29,N
23,111000,RENT,7.0,EDUCATION,7000,0.06,N
24,52000,MORTGAGE,8.0,MEDICAL,14500,0.28,N
22,115200,RENT,0.0,DEBTCONSOLIDATION,7000,0.06,N
25,52000,MORTGAGE,9.0,DEBTCONSOLIDATION,8500,0.16,N
22,52000,MORTGAGE,6.0,EDUCATION,9750,0.19,N
26,52000,OWN,10.0,EDUCATION,5000,0.1,Y
24,118000,RENT,5.0,HOMEIMPROVEMENT,7000,0.06,N
26,52000,MORTGAGE,7.0,VENTURE,6500,0.13,N
23,120000,RENT,1.0,PERSONAL,7000,0.06,N
25,52000,MORTGAGE,7.0,MEDICAL,6000,0.12,N
25,52000,MORTGAGE,9.0,HOMEIMPROVEMENT,24500,0.47,N
26,150000,RENT,3.0,MEDICAL,7000,0.05,N
22,28000,RENT,0.0,EDUCATION,6975,0.25,N
26,52000,MORTGAGE,10.0,HOMEIMPROVEMENT,10750,0.21,N
24,25000,RENT,0.0,MEDICAL,6950,0.28,Y
23,30000,RENT,0.0,EDUCATION,6300,0.21,N
24,52000,OWN,4.0,DEBTCONSOLIDATION,7000,0.13,Y
22,30000,RENT,0.0,VENTURE,6300,0.21,Y
26,37000,RENT,10.0,PERSONAL,6300,0.17,N
21,42504,RENT,0.0,EDUCATION,6300,0.15,N
24,46000,MORTGAGE,6.0,DEBTCONSOLIDATION,12000,0.26,Y
22,50724,RENT,7.0,EDUCATION,6300,0.12,Y
24,52000,MORTGAGE,0.0,EDUCATION,1200,0.02,Y
24,46000,MORTGAGE,9.0,EDUCATION,12000,0.26,N
25,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,0.23,N
22,52000,MORTGAGE,5.0,VENTURE,3000,0.06,N
25,54503,RENT,9.0,EDUCATION,6300,0.12,N
24,58650,RENT,6.0,MEDICAL,6300,0.09,Y
25,84000,RENT,5.0,VENTURE,6300,0.07,N
25,25000,RENT,3.0,MEDICAL,6325,0.25,N
26,55000,RENT,5.0,PERSONAL,6325,0.12,N
22,60200,RENT,2.0,DEBTCONSOLIDATION,6325,0.11,N
23,74415,RENT,1.0,PERSONAL,6350,0.09,Y
26,32000,RENT,7.0,DEBTCONSOLIDATION,6375,0.2,N
25,44000,RENT,4.0,EDUCATION,6375,0.14,N
23,52000,OWN,2.0,EDUCATION,6000,0.12,N
24,52000,MORTGAGE,2.0,MEDICAL,4800,0.09,N
25,18000,RENT,2.0,MEDICAL,6500,0.36,N
22,20000,RENT,1.0,DEBTCONSOLIDATION,6500,0.33,N
24,52000,MORTGAGE,8.0,EDUCATION,12000,0.23,Y
21,21000,RENT,6.0,EDUCATION,6500,0.31,N
22,52000,MORTGAGE,2.0,MEDICAL,18000,0.35,N
24,21600,RENT,,VENTURE,6500,0.3,Y
24,52000,MORTGAGE,7.0,MEDICAL,5000,0.1,N
26,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,10000,0.19,N
26,52000,MORTGAGE,6.0,PERSONAL,6500,0.13,N
24,52000,OWN,8.0,EDUCATION,4000,0.08,N
26,52000,MORTGAGE,3.0,HOMEIMPROVEMENT,2500,0.05,N
24,24000,RENT,0.0,EDUCATION,6500,0.27,N
22,52000,MORTGAGE,5.0,VENTURE,3900,0.07,N
24,52000,MORTGAGE,7.0,VENTURE,7800,0.15,N
24,52000,MORTGAGE,8.0,PERSONAL,5000,0.1,N
21,24000,RENT,1.0,VENTURE,6500,0.27,N
26,25000,RENT,4.0,MEDICAL,6500,0.26,Y
24,52000,MORTGAGE,3.0,VENTURE,3500,0.07,N
22,52000,MORTGAGE,0.0,EDUCATION,10000,0.19,N
26,25596,RENT,0.0,MEDICAL,6500,0.25,N
24,52000,MORTGAGE,8.0,VENTURE,8400,0.16,N
25,46000,OWN,0.0,DEBTCONSOLIDATION,19750,0.43,Y
22,46000,MORTGAGE,0.0,MEDICAL,8000,0.17,N
23,52000,OWN,1.0,PERSONAL,10000,0.19,N
24,52000,OWN,8.0,PERSONAL,5000,0.1,N
26,28000,RENT,7.0,MEDICAL,6500,0.23,N
24,30000,RENT,0.0,VENTURE,6500,0.22,N
22,30000,RENT,4.0,EDUCATION,6500,0.22,Y
22,52000,MORTGAGE,0.0,DEBTCONSOLIDATION,3000,0.06,N
22,31000,RENT,2.0,EDUCATION,6500,0.21,N
26,32000,RENT,2.0,MEDICAL,6500,0.2,Y
23,32000,RENT,0.0,EDUCATION,6500,0.2,N
22,32200,RENT,5.0,PERSONAL,6500,0.2,N
22,33000,RENT,4.0,MEDICAL,6500,0.2,N
23,33000,RENT,0.0,EDUCATION,6500,0.2,N
24,46000,MORTGAGE,2.0,PERSONAL,15250,0.33,N
25,35000,RENT,,MEDICAL,6500,0.19,Y
22,52000,MORTGAGE,6.0,PERSONAL,4800,0.09,N
21,52000,MORTGAGE,1.0,EDUCATION,16000,0.31,N
22,36000,RENT,0.0,PERSONAL,6500,0.18,N
26,46000,MORTGAGE,3.0,EDUCATION,5000,0.11,N
24,38000,RENT,8.0,PERSONAL,6500,0.17,Y
26,52000,MORTGAGE,0.0,EDUCATION,3600,0.07,N
25,52000,MORTGAGE,3.0,MEDICAL,6000,0.12,N
26,52000,MORTGAGE,10.0,PERSONAL,3000,0.06,N
21,52000,MORTGAGE,5.0,EDUCATION,7000,0.13,N
23,52000,OWN,3.0,MEDICAL,9250,0.18,N
22,34000,RENT,1.0,PERSONAL,6500,0.19,Y
26,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,3600,0.07,N
25,40000,RENT,1.0,DEBTCONSOLIDATION,6500,0.16,N
26,40100,RENT,3.0,VENTURE,6500,0.16,N
21,40116,RENT,2.0,VENTURE,6500,0.16,N
24,52000,MORTGAGE,8.0,PERSONAL,5000,0.1,N
22,52000,MORTGAGE,0.0,EDUCATION,6400,0.12,Y
22,35325,RENT,2.0,HOMEIMPROVEMENT,6500,0.18,N
20,42000,RENT,4.0,VENTURE,6500,0.15,N
25,42000,RENT,2.0,MEDICAL,6500,0.15,Y
23,36000,RENT,4.0,DEBTCONSOLIDATION,6500,0.18,Y
22,42000,RENT,2.0,EDUCATION,6500,0.15,N
23,42000,RENT,2.0,PERSONAL,6500,0.15,N
25,52160,MORTGAGE,5.0,HOMEIMPROVEMENT,1750,0.03,N
23,52176,MORTGAGE,3.0,EDUCATION,7500,0.14,N
21,43000,RENT,5.0,EDUCATION,6500,0.15,N
23,52250,MORTGAGE,2.0,VENTURE,4750,0.09,Y
23,44724,RENT,7.0,VENTURE,6500,0.15,N
21,45000,RENT,3.0,VENTURE,6500,0.14,N
26,45600,RENT,2.0,MEDICAL,6500,0.14,N
22,46320,MORTGAGE,6.0,DEBTCONSOLIDATION,15000,0.32,Y
23,52360,MORTGAGE,,VENTURE,15000,0.29,Y
22,46500,MORTGAGE,0.0,DEBTCONSOLIDATION,9500,0.2,N
22,52500,MORTGAGE,3.0,DEBTCONSOLIDATION,4000,0.08,N
22,45012,RENT,6.0,MEDICAL,6500,0.14,N
22,52500,MORTGAGE,6.0,DEBTCONSOLIDATION,8000,0.15,N
23,46500,MORTGAGE,1.0,MEDICAL,5000,0.11,N
22,53000,RENT,2.0,EDUCATION,6500,0.12,N
21,55404,RENT,5.0,DEBTCONSOLIDATION,6500,0.12,N
22,59000,RENT,2.0,EDUCATION,6500,0.11,N
26,52500,MORTGAGE,0.0,PERSONAL,15250,0.29,N
25,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,7000,0.13,N
22,60000,RENT,3.0,PERSONAL,6500,0.11,N
25,52500,MORTGAGE,4.0,DEBTCONSOLIDATION,9000,0.17,N
21,62467,RENT,0.0,MEDICAL,6500,0.1,N
22,63211,RENT,7.0,DEBTCONSOLIDATION,6500,0.1,N
25,66000,RENT,7.0,DEBTCONSOLIDATION,6500,0.1,N
22,52584,MORTGAGE,2.0,PERSONAL,6400,0.12,N
25,46645,MORTGAGE,9.0,PERSONAL,2000,0.04,N
23,70000,RENT,6.0,VENTURE,6500,0.09,N
25,72600,RENT,5.0,HOMEIMPROVEMENT,6500,0.09,N
24,73000,RENT,2.0,DEBTCONSOLIDATION,6500,0.09,N
26,52700,MORTGAGE,7.0,PERSONAL,4000,0.08,N
22,52700,MORTGAGE,2.0,EDUCATION,5000,0.09,N
25,52704,MORTGAGE,6.0,DEBTCONSOLIDATION,11000,0.21,N
24,52739,MORTGAGE,8.0,HOMEIMPROVEMENT,8000,0.15,N
23,52780,MORTGAGE,2.0,PERSONAL,8000,0.15,N
25,75000,RENT,2.0,EDUCATION,6500,0.09,Y
23,52800,MORTGAGE,7.0,EDUCATION,2625,0.05,N
23,80000,RENT,6.0,VENTURE,6500,0.08,N
23,84000,RENT,4.0,VENTURE,6500,0.08,N
25,84000,RENT,4.0,EDUCATION,6500,0.08,N
24,52800,MORTGAGE,8.0,DEBTCONSOLIDATION,3600,0.07,N
25,85296,RENT,7.0,DEBTCONSOLIDATION,6500,0.08,Y
25,46800,MORTGAGE,0.0,MEDICAL,6000,0.13,N
22,52800,MORTGAGE,5.0,VENTURE,4000,0.08,N
22,52800,OWN,5.0,EDUCATION,4800,0.09,Y
24,91700,RENT,1.0,EDUCATION,6500,0.07,N
23,92000,RENT,0.0,PERSONAL,6500,0.07,N
22,52800,OWN,,MEDICAL,7000,0.13,N
24,95000,RENT,8.0,PERSONAL,6500,0.07,N
26,52800,MORTGAGE,10.0,MEDICAL,1925,0.04,N
22,52800,MORTGAGE,6.0,PERSONAL,7000,0.13,N
24,52800,MORTGAGE,8.0,EDUCATION,4000,0.08,N
22,52800,MORTGAGE,6.0,PERSONAL,6000,0.11,Y
22,47000,RENT,0.0,VENTURE,6550,0.14,N
23,45000,RENT,2.0,MEDICAL,6575,0.15,N
24,86000,RENT,8.0,EDUCATION,6575,0.08,N
24,21600,RENT,0.0,EDUCATION,6600,0.31,Y
26,46800,MORTGAGE,0.0,MEDICAL,5000,0.11,N
23,21888,RENT,8.0,EDUCATION,6600,0.3,N
26,29000,RENT,11.0,EDUCATION,6600,0.23,N
24,30000,RENT,2.0,HOMEIMPROVEMENT,6600,0.22,N
22,30004,RENT,6.0,MEDICAL,6600,0.22,N
23,34800,RENT,6.0,EDUCATION,6600,0.19,N
26,35000,RENT,0.0,MEDICAL,6600,0.19,N
25,36000,RENT,1.0,MEDICAL,6600,0.18,N
25,53000,OWN,4.0,HOMEIMPROVEMENT,7200,0.14,N
22,39000,RENT,3.0,MEDICAL,6600,0.17,N
25,53000,MORTGAGE,4.0,HOMEIMPROVEMENT,6000,0.11,N
26,41000,RENT,3.0,DEBTCONSOLIDATION,6600,0.16,Y
26,41000,RENT,1.0,DEBTCONSOLIDATION,6600,0.16,N
25,42000,RENT,2.0,MEDICAL,6600,0.16,N
22,41838,RENT,0.0,MEDICAL,6600,0.16,N
23,48000,RENT,3.0,EDUCATION,6600,0.14,N
26,53000,OWN,2.0,HOMEIMPROVEMENT,2500,0.05,N
23,52000,RENT,8.0,DEBTCONSOLIDATION,6600,0.13,N
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,8000,0.15,N
25,47000,MORTGAGE,9.0,EDUCATION,12000,0.26,N
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,1000,0.02,Y
24,52000,RENT,3.0,HOMEIMPROVEMENT,6600,0.13,N
21,53000,OWN,5.0,MEDICAL,3000,0.06,N
26,53000,MORTGAGE,10.0,MEDICAL,11500,0.22,N
26,54000,RENT,2.0,PERSONAL,6600,0.12,Y
22,60000,RENT,0.0,DEBTCONSOLIDATION,6600,0.11,N
25,53000,MORTGAGE,9.0,VENTURE,10800,0.2,N
22,60000,RENT,4.0,PERSONAL,6600,0.11,N
26,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,2800,0.05,N
22,64000,RENT,5.0,MEDICAL,6600,0.1,N
26,53000,MORTGAGE,10.0,VENTURE,12000,0.23,N
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,5025,0.09,N
23,70000,RENT,3.0,VENTURE,6600,0.09,Y
26,53000,OWN,3.0,VENTURE,6000,0.11,N
25,97000,RENT,0.0,VENTURE,6600,0.07,N
25,101877,RENT,9.0,VENTURE,6600,0.06,N
25,53000,MORTGAGE,9.0,VENTURE,12375,0.23,Y
24,53000,MORTGAGE,4.0,VENTURE,15000,0.28,N
22,53000,MORTGAGE,6.0,VENTURE,7350,0.14,Y
25,13200,RENT,0.0,DEBTCONSOLIDATION,6625,0.5,N
23,16800,RENT,7.0,EDUCATION,6625,0.39,N
21,28000,RENT,2.0,DEBTCONSOLIDATION,6625,0.24,N
22,47000,MORTGAGE,6.0,MEDICAL,24000,0.51,N
26,28000,RENT,8.0,EDUCATION,6625,0.24,N
24,53000,MORTGAGE,8.0,VENTURE,6850,0.13,N
22,53000,MORTGAGE,6.0,PERSONAL,5000,0.09,N
24,50000,RENT,3.0,MEDICAL,6625,0.13,N
24,53000,MORTGAGE,8.0,HOMEIMPROVEMENT,10000,0.19,N
24,57100,RENT,3.0,VENTURE,6625,0.12,Y
25,34000,RENT,0.0,VENTURE,6650,0.2,N
24,56000,RENT,2.0,VENTURE,6650,0.12,N
21,53000,MORTGAGE,5.0,VENTURE,18000,0.34,Y
22,72321,RENT,6.0,PERSONAL,6650,0.09,N
22,12000,RENT,0.0,EDUCATION,6700,0.56,N
21,21600,RENT,,DEBTCONSOLIDATION,6700,0.31,N
23,24996,RENT,0.0,EDUCATION,6700,0.27,Y
22,53000,MORTGAGE,4.0,VENTURE,6600,0.12,Y
26,53000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,0.15,N
22,27600,RENT,0.0,VENTURE,6700,0.24,N
22,36050,RENT,2.0,PERSONAL,6700,0.19,Y
22,53000,MORTGAGE,6.0,VENTURE,8000,0.15,N
22,48000,RENT,3.0,DEBTCONSOLIDATION,6700,0.14,N
22,72204,RENT,2.0,PERSONAL,6700,0.09,N
26,53000,MORTGAGE,9.0,DEBTCONSOLIDATION,8000,0.15,N
23,85000,RENT,5.0,MEDICAL,6700,0.08,Y
23,47000,MORTGAGE,7.0,MEDICAL,16000,0.34,Y
22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,7750,0.15,N
21,53000,OWN,5.0,PERSONAL,14400,0.27,N
22,53000,MORTGAGE,4.0,PERSONAL,8000,0.15,Y
23,70000,RENT,8.0,DEBTCONSOLIDATION,6725,0.1,N
26,41000,RENT,4.0,EDUCATION,6750,0.16,N
25,42000,RENT,2.0,MEDICAL,6750,0.16,N
25,75000,RENT,9.0,VENTURE,6775,0.09,N
26,53000,OWN,8.0,PERSONAL,16000,0.3,N
24,53000,OWN,3.0,HOMEIMPROVEMENT,9800,0.18,N
23,27600,RENT,6.0,EDUCATION,6800,0.25,N
22,53000,OWN,7.0,VENTURE,2250,0.04,N
22,27800,RENT,3.0,MEDICAL,6800,0.24,N
24,53000,OWN,8.0,MEDICAL,3350,0.06,N
25,28800,RENT,8.0,EDUCATION,6800,0.24,N
22,29120,RENT,1.0,VENTURE,6800,0.23,N
22,53000,MORTGAGE,6.0,EDUCATION,10000,0.19,N
24,30500,RENT,2.0,EDUCATION,6800,0.22,Y
22,37000,RENT,6.0,PERSONAL,6800,0.18,N
22,53000,MORTGAGE,7.0,EDUCATION,2500,0.05,N
25,53000,MORTGAGE,2.0,VENTURE,10750,0.2,N
25,53000,MORTGAGE,10.0,MEDICAL,16000,0.3,N
22,31500,RENT,1.0,VENTURE,6800,0.22,N
24,38112,RENT,2.0,PERSONAL,6800,0.18,N
24,53000,MORTGAGE,0.0,HOMEIMPROVEMENT,7200,0.14,N
22,41196,RENT,6.0,PERSONAL,6800,0.17,Y
21,45000,RENT,1.0,PERSONAL,6800,0.15,N
24,53000,MORTGAGE,1.0,EDUCATION,6400,0.12,N
23,46000,RENT,2.0,VENTURE,6800,0.15,Y
23,46852,RENT,3.0,HOMEIMPROVEMENT,6800,0.15,N
22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,4000,0.08,N
26,53000,RENT,4.0,EDUCATION,6800,0.13,N
21,53000,MORTGAGE,0.0,PERSONAL,12000,0.23,N
24,53004,MORTGAGE,6.0,VENTURE,21000,0.4,N
25,53004,MORTGAGE,3.0,VENTURE,4800,0.09,N
26,53004,MORTGAGE,3.0,DEBTCONSOLIDATION,5000,0.09,N
24,54000,RENT,8.0,HOMEIMPROVEMENT,6800,0.13,N
23,53004,MORTGAGE,7.0,PERSONAL,10000,0.19,N
24,53004,MORTGAGE,1.0,DEBTCONSOLIDATION,2400,0.05,N
25,53004,OWN,9.0,EDUCATION,2000,0.04,N
23,48000,RENT,0.0,PERSONAL,6800,0.14,N
22,53004,MORTGAGE,6.0,EDUCATION,1500,0.03,N
23,55000,RENT,1.0,VENTURE,6800,0.12,N
22,55000,RENT,2.0,EDUCATION,6800,0.12,N
24,60000,RENT,0.0,VENTURE,6800,0.11,N
22,65700,RENT,7.0,PERSONAL,6800,0.1,N
26,53100,OWN,10.0,VENTURE,13000,0.24,N
25,68004,RENT,8.0,DEBTCONSOLIDATION,6800,0.1,N
22,53124,MORTGAGE,4.0,EDUCATION,6500,0.12,N
23,47148,MORTGAGE,3.0,MEDICAL,25000,0.53,N
26,53155,MORTGAGE,10.0,MEDICAL,4000,0.08,N
23,53160,MORTGAGE,,DEBTCONSOLIDATION,7000,0.13,N
24,53184,MORTGAGE,8.0,PERSONAL,13500,0.25,N
25,70000,RENT,5.0,HOMEIMPROVEMENT,6800,0.1,N
22,77182,RENT,6.0,EDUCATION,6800,0.09,N
25,96050,RENT,9.0,MEDICAL,6500,0.06,N
23,25000,RENT,4.0,DEBTCONSOLIDATION,6475,0.26,N
25,53000,RENT,1.0,PERSONAL,6475,0.12,N
23,80000,RENT,4.0,PERSONAL,6475,0.08,N
26,47360,MORTGAGE,10.0,HOMEIMPROVEMENT,6000,0.13,Y
22,29361,RENT,4.0,HOMEIMPROVEMENT,6450,0.22,N
26,53400,OWN,3.0,EDUCATION,13600,0.25,N
25,31000,RENT,1.0,HOMEIMPROVEMENT,6450,0.21,Y
25,53481,OWN,4.0,EDUCATION,15000,0.28,N
24,70000,RENT,0.0,MEDICAL,6425,0.09,N
23,53500,MORTGAGE,,DEBTCONSOLIDATION,2000,0.04,N
21,20000,RENT,4.0,PERSONAL,6400,0.32,N
22,24000,RENT,3.0,EDUCATION,6400,0.27,Y
21,24000,RENT,0.0,EDUCATION,6400,0.27,N
23,25000,RENT,0.0,EDUCATION,6400,0.26,N
24,26400,RENT,2.0,MEDICAL,6400,0.24,N
